tp,fp,fn,macro_precision,recall,f1,uri
0,2,2,0.0,0.0,0.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-27#char=0,279"
2,3,7,0.4,0.2222222222222222,0.2857142857142857,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-30#char=0,320"
4,2,0,0.6666666666666666,1.0,0.8,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-59#char=0,80"
7,0,1,1.0,0.875,0.9333333333333333,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-38#char=0,480"
3,2,2,0.6,0.6,0.6,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-37#char=0,248"
3,1,1,0.75,0.75,0.75,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-9#char=0,530"
1,1,0,0.5,1.0,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-48#char=0,172"
0,3,1,0.0,0.0,0.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-25#char=0,341"
4,0,0,1.0,1.0,1.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-46#char=0,321"
5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-7#char=0,362"
3,7,0,0.3,1.0,0.4615384615384615,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-35#char=0,373"
5,1,4,0.8333333333333334,0.5555555555555556,0.6666666666666667,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-5#char=0,455"
6,5,3,0.5454545454545454,0.6666666666666666,0.6,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-4#char=0,517"
5,5,3,0.5,0.625,0.5555555555555556,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-29#char=0,433"
4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-43#char=0,401"
1,2,1,0.3333333333333333,0.5,0.4,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-49#char=0,253"
2,2,0,0.5,1.0,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-53#char=0,331"
10,0,1,1.0,0.9090909090909091,0.9523809523809523,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-51#char=0,470"
4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-50#char=0,340"
2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-58#char=0,188"
3,0,1,1.0,0.75,0.8571428571428571,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-41#char=0,238"
6,5,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-52#char=0,874"
2,3,1,0.4,0.6666666666666666,0.5,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-39#char=0,284"
1,4,2,0.2,0.3333333333333333,0.25,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-16#char=0,433"
4,1,1,0.8,0.8,0.8000000000000002,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-42#char=0,366"
2,3,3,0.4,0.4,0.4000000000000001,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-22#char=0,288"
1,2,1,0.3333333333333333,0.5,0.4,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-18#char=0,240"
5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-32#char=0,340"
9,2,3,0.8181818181818182,0.75,0.7826086956521738,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-56#char=0,636"
8,4,0,0.6666666666666666,1.0,0.8,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-10#char=0,715"
2,1,0,0.6666666666666666,1.0,0.8,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-40#char=0,197"
1,1,0,0.5,1.0,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-55#char=0,240"
5,0,0,1.0,1.0,1.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-11#char=0,481"
5,1,0,0.8333333333333334,1.0,0.9090909090909091,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-15#char=0,234"
2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-17#char=0,334"
0,5,3,0.0,0.0,0.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-23#char=0,349"
0,0,0,1.0,1.0,1.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-47#char=0,273"
3,3,3,0.5,0.5,0.5,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-6#char=0,452"
3,1,1,0.75,0.75,0.75,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-44#char=0,223"
5,3,4,0.625,0.5555555555555556,0.5882352941176471,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-1#char=0,461"
2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-20#char=0,529"
2,2,7,0.5,0.2222222222222222,0.30769230769230765,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-45#char=0,485"
1,6,2,0.14285714285714285,0.3333333333333333,0.2,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-33#char=0,537"
7,5,4,0.5833333333333334,0.6363636363636364,0.6086956521739131,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-57#char=0,541"
1,3,3,0.25,0.25,0.25,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-34#char=0,454"
0,10,2,0.0,0.0,0.0,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-31#char=0,435"
1,3,3,0.25,0.25,0.25,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-36#char=0,488"
3,2,3,0.6,0.5,0.5454545454545454,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-8#char=0,548"
1,1,2,0.5,0.3333333333333333,0.4,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-2#char=0,366"
1,3,0,0.25,1.0,0.4,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-19#char=0,572"
3,2,1,0.6,0.75,0.6666666666666665,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-13#char=0,545"
1,4,2,0.2,0.3333333333333333,0.25,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-21#char=0,319"
4,2,4,0.6666666666666666,0.5,0.5714285714285715,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-3#char=0,553"
2,1,5,0.6666666666666666,0.2857142857142857,0.4,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-24#char=0,335"
5,4,6,0.5555555555555556,0.45454545454545453,0.5,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-28#char=0,472"
5,5,4,0.5,0.5555555555555556,0.5263157894736842,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-12#char=0,625"
3,2,1,0.6,0.75,0.6666666666666665,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-14#char=0,315"
1,1,4,0.5,0.2,0.28571428571428575,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-26#char=0,451"
2,2,2,0.5,0.5,0.5,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-0#char=0,413"
3,4,4,0.42857142857142855,0.42857142857142855,0.42857142857142855,"http://www.ontologydesignpatterns.org/data/oke-challenge-2017/task-1/sentence-54#char=0,523"
